Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20161117T091005.751519,119,0,282,6682,6656,61,6656,3997952,17016,0,283,1776411,0,15643,61,256,66,30976,1,7196,7196,0,15644,61,0,61,1,
20160817T024137.274957,33,8448,61,8448,15617,0,17023,1,2236962,8704,61,2228285,256,66,32768,1,8995,8995,0,15651,61,0,66,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,17025,0,292,2368548,0,15652,61,256,66,33280,1,9509,9509,0,15653,61,0,61,1,
20160817T024155.274957,42,10752,61,10752,15617,0,17032,1,2829099,11008,61,2818109,256,66,35072,1,11308,11308,0,15660,61,256,66,35328,138,0,0,
20161117T125157.751519,145,0,308,13364,13312,61,13312,3997952,17042,0,309,3487029,0,15669,61,256,66,37632,1,13878,13878,0,15670,61,0,61,1,
20160817T024229.274957,59,15104,61,15104,15617,0,17049,1,3947580,15360,61,3932221,256,66,39424,1,15677,15677,0,15677,61,256,66,39680,155,0,0,
20161117T151701.751519,162,0,325,17733,17664,61,17664,3997952,17059,0,326,4605510,0,15686,61,256,66,41984,1,18247,18247,0,15687,61,0,61,1,
20160817T024303.274957,76,19456,61,19456,15617,0,17066,1,5066061,19712,61,5046333,256,66,43776,1,20046,20046,0,15694,61,256,66,44032,172,0,0,
20161117T174205.751519,179,0,342,22102,22016,61,22016,3997952,17076,0,343,5723991,0,15703,61,256,66,46336,1,22616,22616,0,15704,61,0,61,1,
20160817T024337.274957,93,23808,61,23808,15617,0,17083,1,6184542,24064,61,6160445,256,66,48128,1,24415,24415,0,15711,61,256,66,48384,189,0,0,
20161117T200709.751519,196,0,359,26471,26368,61,26368,3997952,17093,0,360,6842472,0,15720,61,256,66,50688,1,26985,26985,0,15721,61,0,61,1,
20160817T024411.274957,110,28160,61,28160,15617,0,17100,1,7303023,28416,61,7274557,256,66,52480,1,28784,28784,0,15728,61,256,66,52736,206,0,0,
20161117T223213.751519,213,0,376,30840,30720,61,30720,3997952,17110,0,377,7960953,0,15737,61,256,66,55040,1,31354,31354,0,15738,61,0,61,1,
20160817T024445.274957,127,32512,61,32512,15617,0,17117,1,8421504,32768,61,8388669,256,66,56832,1,33153,33153,0,15745,61,256,66,57088,223,0,0,
20161118T005717.751519,230,0,393,35209,35072,61,35072,3997952,17127,0,394,9079434,0,15754,61,256,66,59392,1,35723,35723,0,15755,61,0,61,1,
20160817T024519.274957,144,36864,61,36864,15617,0,17134,1,9539985,37120,61,9502781,256,66,61184,1,37522,37522,0,15762,61,256,66,61440,240,0,0,
20161118T032221.751519,247,0,410,39578,39424,61,39424,3997952,17144,0,411,10197915,0,15771,61,256,66,63744,1,40092,40092,0,15772,61,0,61,1,
20160817T024553.274957,161,41216,61,41216,15617,0,17151,1,10658466,41472,61,10616893,256,67,0,1,41891,41891,0,15779,61,0,67,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,17153,0,420,10790052,0,15780,61,256,67,512,1,42405,42405,0,15781,61,0,61,1,
20160817T024611.274957,170,43520,61,43520,15617,0,17160,1,11250603,43776,61,11206717,256,67,2304,1,44204,44204,0,15788,61,256,67,2560,10,0,0,
20161118T070413.751519,17,0,436,46260,46080,61,46080,3997952,17170,0,437,11908533,0,15797,61,256,67,4864,1,46774,46774,0,15798,61,0,61,1,
20160817T024645.274957,187,47872,61,47872,15617,0,17177,1,12369084,48128,61,12320829,256,67,6656,1,48573,48573,0,15805,61,256,67,6912,27,0,0,
20161118T092917.751519,34,0,453,50629,50432,61,50432,3997952,17187,0,454,13027014,0,15814,61,256,67,9216,1,51143,51143,0,15815,61,0,61,1,
20160817T024719.274957,204,52224,61,52224,15617,0,17194,1,13487565,52480,61,13434941,256,67,11008,1,52942,52942,0,15822,61,256,67,11264,44,0,0,
20161118T115421.751519,51,0,470,54998,54784,61,54784,3997952,17204,0,471,14145495,0,15831,61,256,67,13568,1,55512,55512,0,15832,61,0,61,1,
20160817T024753.274957,221,56576,61,56576,15617,0,17211,1,14606046,56832,61,14549053,256,67,15360,1,57311,57311,0,15839,61,256,67,15616,61,0,0,
20161118T141925.751519,68,0,487,59367,59136,61,59136,3997952,17221,0,488,15263976,0,15848,61,256,67,17920,1,59881,59881,0,15849,61,0,61,1,
20160817T024827.274957,238,60928,61,60928,15617,0,17228,1,15724527,61184,61,15663165,256,67,19712,1,61680,61680,0,15856,61,256,67,19968,78,0,0,
20161118T164429.751519,85,0,504,63736,63488,61,63488,3997952,17238,0,505,16382457,0,15865,61,256,67,22272,1,64250,64250,0,15866,61,0,61,1,
20160817T024901.274957,255,65280,61,65280,15617,0,17245,1,0,0,62,62,256,67,24064,1,257,257,0,15873,62,256,67,24320,95,0,0,
20161118T190933.759332,102,0,265,2313,2304,62,2304,4063488,17255,0,266,657930,0,15882,62,256,67,26624,1,2827,2827,0,15883,62,0,62,1,
20160817T024935.274957,16,4096,62,4096,15873,0,17262,1,1118481,4352,62,1114174,256,67,28416,1,4626,4626,0,15890,62,256,67,28672,112,0,0,
20161118T213437.759332,119,0,282,6682,6656,62,6656,4063488,17272,0,283,1776411,0,15899,62,256,67,30976,1,7196,7196,0,15900,62,0,62,1,
20160817T025009.274957,33,8448,62,8448,15873,0,17279,1,2236962,8704,62,2228286,256,67,32768,1,8995,8995,0,15907,62,0,67,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,17281,0,292,2368548,0,15908,62,256,67,33280,1,9509,9509,0,15909,62,0,62,1,
20160817T025027.274957,42,10752,62,10752,15873,0,17288,1,2829099,11008,62,2818110,256,67,35072,1,11308,11308,0,15916,62,256,67,35328,138,0,0,
20161119T011629.759332,145,0,308,13364,13312,62,13312,4063488,17298,0,309,3487029,0,15925,62,256,67,37632,1,13878,13878,0,15926,62,0,62,1,
20160817T025101.274957,59,15104,62,15104,15873,0,17305,1,3947580,15360,62,3932222,256,67,39424,1,15677,15677,0,15933,62,256,67,39680,155,0,0,
20161119T034133.759332,162,0,325,17733,17664,62,17664,4063488,17315,0,326,4605510,0,15942,62,256,67,41984,1,18247,18247,0,15943,62,0,62,1,
20160817T025135.274957,76,19456,62,19456,15873,0,17322,1,5066061,19712,62,5046334,256,67,43776,1,20046,20046,0,15950,62,256,67,44032,172,0,0,
20161119T060637.759332,179,0,342,22102,22016,62,22016,4063488,17332,0,343,5723991,0,15959,62,256,67,46336,1,22616,22616,0,15960,62,0,62,1,
20160817T025209.274957,93,23808,62,23808,15873,0,17339,1,6184542,24064,62,6160446,256,67,48128,1,24415,24415,0,15967,62,256,67,48384,189,0,0,
20161119T083141.759332,196,0,359,26471,26368,62,26368,4063488,17349,0,360,6842472,0,15976,62,256,67,50688,1,26985,26985,0,15977,62,0,62,1,
20160817T025243.274957,110,28160,62,28160,15873,0,17356,1,7303023,28416,62,7274558,256,67,52480,1,28784,28784,0,15984,62,256,67,52736,206,0,0,
20161119T105645.759332,213,0,376,30840,30720,62,30720,4063488,17366,0,377,7960953,0,15993,62,256,67,55040,1,31354,31354,0,15994,62,0,62,1,
20160817T025317.274957,127,32512,62,32512,15873,0,17373,1,8421504,32768,62,8388670,256,67,56832,1,33153,33153,0,16001,62,256,67,57088,223,0,0,
20161119T132149.759332,230,0,393,35209,35072,62,35072,4063488,17383,0,394,9079434,0,16010,62,256,67,59392,1,35723,35723,0,16011,62,0,62,1,
20160817T025351.274957,144,36864,62,36864,15873,0,17390,1,9539985,37120,62,9502782,256,67,61184,1,37522,37522,0,16018,62,256,67,61440,240,0,0,
20161119T154653.759332,247,0,410,39578,39424,62,39424,4063488,17400,0,411,10197915,0,16027,62,256,67,63744,1,40092,40092,0,16028,62,0,62,1,
20160817T025425.274957,161,41216,62,41216,15873,0,17407,1,10658466,41472,62,10616894,256,68,0,1,41891,41891,0,16035,62,0,68,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,17409,0,420,10790052,0,16036,62,256,68,512,1,42405,42405,0,16037,62,0,62,1,
20160817T025443.274957,170,43520,62,43520,15873,0,17416,1,11250603,43776,62,11206718,256,68,2304,1,44204,44204,0,16044,62,256,68,2560,10,0,0,
20161119T192845.759332,17,0,436,46260,46080,62,46080,4063488,17426,0,437,11908533,0,16053,62,256,68,4864,1,46774,46774,0,16054,62,0,62,1,
20160817T025517.274957,187,47872,62,47872,15873,0,17433,1,12369084,48128,62,12320830,256,68,6656,1,48573,48573,0,16061,62,256,68,6912,27,0,0,
20161119T215349.759332,34,0,453,50629,50432,62,50432,4063488,17443,0,454,13027014,0,16070,62,256,68,9216,1,51143,51143,0,16071,62,0,62,1,
20160817T025551.274957,204,52224,62,52224,15873,0,17450,1,13487565,52480,62,13434942,256,68,11008,1,52942,52942,0,16078,62,256,68,11264,44,0,0,
20161120T001853.759332,51,0,470,54998,54784,62,54784,4063488,17460,0,471,14145495,0,16087,62,256,68,13568,1,55512,55512,0,16088,62,0,62,1,
20160817T025625.274957,221,56576,62,56576,15873,0,17467,1,14606046,56832,62,14549054,256,68,15360,1,57311,57311,0,16095,62,256,68,15616,61,0,0,
20161120T024357.759332,68,0,487,59367,59136,62,59136,4063488,17477,0,488,15263976,0,16104,62,256,68,17920,1,59881,59881,0,16105,62,0,62,1,
20160817T025659.274957,238,60928,62,60928,15873,0,17484,1,15724527,61184,62,15663166,256,68,19712,1,61680,61680,0,16112,62,256,68,19968,78,0,0,
20161120T050901.759332,85,0,504,63736,63488,62,63488,4063488,17494,0,505,16382457,0,16121,62,256,68,22272,1,64250,64250,0,16122,62,0,62,1,
20160817T025733.274957,255,65280,62,65280,15873,0,17501,1,0,0,63,63,256,68,24064,1,257,257,0,16129,63,256,68,24320,95,0,0,
20161120T073405.767145,102,0,265,2313,2304,63,2304,4129024,17511,0,266,657930,0,16138,63,256,68,26624,1,2827,2827,0,16139,63,0,63,1,
20160817T025807.274957,16,4096,63,4096,16129,0,17518,1,1118481,4352,63,1114175,256,68,28416,1,4626,4626,0,16146,63,256,68,28672,112,0,0,
20161120T095909.767145,119,0,282,6682,6656,63,6656,4129024,17528,0,283,1776411,0,16155,63,256,68,30976,1,7196,7196,0,16156,63,0,63,1,
20160817T025841.274957,33,8448,63,8448,16129,0,17535,1,2236962,8704,63,2228287,256,68,32768,1,8995,8995,0,16163,63,0,68,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,17537,0,292,2368548,0,16164,63,256,68,33280,1,9509,9509,0,16165,63,0,63,1,
20160817T025859.274957,42,10752,63,10752,16129,0,17544,1,2829099,11008,63,2818111,256,68,35072,1,11308,11308,0,16172,63,256,68,35328,138,0,0,
20161120T134101.767145,145,0,308,13364,13312,63,13312,4129024,17554,0,309,3487029,0,16181,63,256,68,37632,1,13878,13878,0,16182,63,0,63,1,
20160817T025933.274957,59,15104,63,15104,16129,0,17561,1,3947580,15360,63,3932223,256,68,39424,1,15677,15677,0,16189,63,256,68,39680,155,0,0,
20161120T160605.767145,162,0,325,17733,17664,63,17664,4129024,17571,0,326,4605510,0,16198,63,256,68,41984,1,18247,18247,0,16199,63,0,63,1,
20160817T030007.274957,76,19456,63,19456,16129,0,17578,1,5066061,19712,63,5046335,256,68,43776,1,20046,20046,0,16206,63,256,68,44032,172,0,0,
20161120T183109.767145,179,0,342,22102,22016,63,22016,4129024,17588,0,343,5723991,0,16215,63,256,68,46336,1,22616,22616,0,16216,63,0,63,1,
20160817T030041.274957,93,23808,63,23808,16129,0,17595,1,6184542,24064,63,6160447,256,68,48128,1,24415,24415,0,16223,63,256,68,48384,189,0,0,
20161120T205613.767145,196,0,359,26471,26368,63,26368,4129024,17605,0,360,6842472,0,16232,63,256,68,50688,1,26985,26985,0,16233,63,0,63,1,
20160817T030115.274957,110,28160,63,28160,16129,0,17612,1,7303023,28416,63,7274559,256,68,52480,1,28784,28784,0,16240,63,256,68,52736,206,0,0,
20161120T232117.767145,213,0,376,30840,30720,63,30720,4129024,17622,0,377,7960953,0,16249,63,256,68,55040,1,31354,31354,0,16250,63,0,63,1,
20160817T030149.274957,127,32512,63,32512,16129,0,17629,1,8421504,32768,63,8388671,256,68,56832,1,33153,33153,0,16257,63,256,68,57088,223,0,0,
20161121T014621.767145,230,0,393,35209,35072,63,35072,4129024,17639,0,394,9079434,0,16266,63,256,68,59392,1,35723,35723,0,16267,63,0,63,1,
20160817T030223.274957,144,36864,63,36864,16129,0,17646,1,9539985,37120,63,9502783,256,68,61184,1,37522,37522,0,16274,63,256,68,61440,240,0,0,
20161121T041125.767145,247,0,410,39578,39424,63,39424,4129024,17656,0,411,10197915,0,16283,63,256,68,63744,1,40092,40092,0,16284,63,0,63,1,
20160817T030257.274957,161,41216,63,41216,16129,0,17663,1,10658466,41472,63,10616895,256,69,0,1,41891,41891,0,16291,63,0,69,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,17665,0,420,10790052,0,16292,63,256,69,512,1,42405,42405,0,16293,63,0,63,1,
20160817T030315.274957,170,43520,63,43520,16129,0,17672,1,11250603,43776,63,11206719,256,69,2304,1,44204,44204,0,16300,63,256,69,2560,10,0,0,
20161121T075317.767145,17,0,436,46260,46080,63,46080,4129024,17682,0,437,11908533,0,16309,63,256,69,4864,1,46774,46774,0,16310,63,0,63,1,
20160817T030349.274957,187,47872,63,47872,16129,0,17689,1,12369084,48128,63,12320831,256,69,6656,1,48573,48573,0,16317,63,256,69,6912,27,0,0,
20161121T101821.767145,34,0,453,50629,50432,63,50432,4129024,17699,0,454,13027014,0,16326,63,256,69,9216,1,51143,51143,0,16327,63,0,63,1,
20160817T030423.274957,204,52224,63,52224,16129,0,17706,1,13487565,52480,63,13434943,256,69,11008,1,52942,52942,0,16334,63,256,69,11264,44,0,0,
20161121T124325.767145,51,0,470,54998,54784,63,54784,4129024,17716,0,471,14145495,0,16343,63,256,69,13568,1,55512,55512,0,16344,63,0,63,1,
20160817T030457.274957,221,56576,63,56576,16129,0,17723,1,14606046,56832,63,14549055,256,69,15360,1,57311,57311,0,16351,63,256,69,15616,61,0,0,
20161121T150829.767145,68,0,487,59367,59136,63,59136,4129024,17733,0,488,15263976,0,16360,63,256,69,17920,1,59881,59881,0,16361,63,0,63,1,
20160817T030531.274957,238,60928,63,60928,16129,0,17740,1,15724527,61184,63,15663167,256,69,19712,1,61680,61680,0,16368,63,256,69,19968,78,0,0,
20161121T173333.767145,85,0,504,63736,63488,63,63488,4129024,17750,0,505,16382457,0,16377,63,256,69,22272,1,64250,64250,0,16378,63,0,63,1,
20160817T030605.274957,255,65280,63,65280,16129,0,17757,1,0,0,64,64,256,69,24064,1,257,257,0,16385,64,256,69,24320,95,0,0,
20161121T195837.774957,102,0,265,2313,2304,64,2304,4194560,17767,0,266,657930,0,16394,64,256,69,26624,1,2827,2827,0,16395,64,0,64,1,
20160817T030639.274957,16,4096,64,4096,16385,0,17774,1,1118481,4352,64,1114176,256,69,28416,1,4626,4626,0,16402,64,256,69,28672,112,0,0,
20161121T222341.774957,119,0,282,6682,6656,64,6656,4194560,17784,0,283,1776411,0,16411,64,256,69,30976,1,7196,7196,0,16412,64,0,64,1,
20160817T030713.274957,33,8448,64,8448,16385,0,17791,1,2236962,8704,64,2228288,256,69,32768,1,8995,8995,0,16419,64,0,69,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,17793,0,292,2368548,0,16420,64,256,69,33280,1,9509,9509,0,16421,64,0,64,1,
20160817T030731.274957,42,10752,64,10752,16385,0,17800,1,2829099,11008,64,2818112,256,69,35072,1,11308,11308,0,16428,64,256,69,35328,138,0,0,
20161122T020533.774957,145,0,308,13364,13312,64,13312,4194560,17810,0,309,3487029,0,16437,64,256,69,37632,1,13878,13878,0,16438,64,0,64,1,
20160817T030805.274957,59,15104,64,15104,16385,0,17817,1,3947580,15360,64,3932224,256,69,39424,1,15677,15677,0,16445,64,256,69,39680,155,0,0,
20161122T043037.774957,162,0,325,17733,17664,64,17664,4194560,17827,0,326,4605510,0,16454,64,256,69,41984,1,18247,18247,0,16455,64,0,64,1,
20160817T030839.274957,76,19456,64,19456,16385,0,17834,1,5066061,19712,64,5046336,256,69,43776,1,20046,20046,0,16462,64,256,69,44032,172,0,0,
20161122T065541.774957,179,0,342,22102,22016,64,22016,4194560,17844,0,343,5723991,0,16471,64,256,69,46336,1,22616,22616,0,16472,64,0,64,1,
20160817T030913.274957,93,23808,64,23808,16385,0,17851,1,6184542,24064,64,6160448,256,69,48128,1,24415,24415,0,16479,64,256,69,48384,189,0,0,
20161122T092045.774957,196,0,359,26471,26368,64,26368,4194560,17861,0,360,6842472,0,16488,64,256,69,50688,1,26985,26985,0,16489,64,0,64,1,
20160817T030947.274957,110,28160,64,28160,16385,0,17868,1,7303023,28416,64,7274560,256,69,52480,1,28784,28784,0,16496,64,256,69,52736,206,0,0,
20161122T114549.774957,213,0,376,30840,30720,64,30720,4194560,17878,0,377,7960953,0,16505,64,256,69,55040,1,31354,31354,0,16506,64,0,64,1,
20160817T031021.274957,127,32512,64,32512,16385,0,17885,1,8421504,32768,64,8388672,256,69,56832,1,33153,33153,0,16513,64,256,69,57088,223,0,0,
20161122T141053.774957,230,0,393,35209,35072,64,35072,4194560,17895,0,394,9079434,0,16522,64,256,69,59392,1,35723,35723,0,16523,64,0,64,1,
20160817T031055.274957,144,36864,64,36864,16385,0,17902,1,9539985,37120,64,9502784,256,69,61184,1,37522,37522,0,16530,64,256,69,61440,240,0,0,
20161122T163557.774957,247,0,410,39578,39424,64,39424,4194560,17912,0,411,10197915,0,16539,64,256,69,63744,1,40092,40092,0,16540,64,0,64,1,
20160817T031129.274957,161,41216,64,41216,16385,0,17919,1,10658466,41472,64,10616896,0,70,255,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,256,17920,1,41891,41891,64,41728,16385,0,17921,0,420,42148,41984,64,41984,16385,0,0,0,70,
20160817T031147.274957,170,43520,64,43520,16385,0,17928,1,11250603,43776,64,11206720,256,70,2304,1,44204,44204,0,16556,64,256,70,2560,10,0,0,
20161122T201749.774957,17,0,436,46260,46080,64,46080,4194560,17938,0,437,11908533,0,16565,64,256,70,4864,1,46774,46774,0,16566,64,0,64,1,
20160817T031221.274957,187,47872,64,47872,16385,0,17945,1,12369084,48128,64,12320832,256,70,6656,1,48573,48573,0,16573,64,256,70,6912,27,0,0,
20161122T224253.774957,34,0,453,50629,50432,64,50432,4194560,17955,0,454,13027014,0,16582,64,256,70,9216,1,51143,51143,0,16583,64,0,64,1,
20160817T031255.274957,204,52224,64,52224,16385,0,17962,1,13487565,52480,64,13434944,256,70,11008,1,52942,52942,0,16590,64,256,70,11264,44,0,0,
20161123T010757.774957,51,0,470,54998,54784,64,54784,4194560,17972,0,471,14145495,0,16599,64,256,70,13568,1,55512,55512,0,16600,64,0,64,1,
20160817T031329.274957,221,56576,64,56576,16385,0,17979,1,14606046,56832,64,14549056,256,70,15360,1,57311,57311,0,16607,64,256,70,15616,61,0,0,
20161123T033301.774957,68,0,487,59367,59136,64,59136,4194560,17989,0,488,15263976,0,16616,64,256,70,17920,1,59881,59881,0,16617,64,0,64,1,
20160817T031403.274957,238,60928,64,60928,16385,0,17996,1,15724527,61184,64,15663168,256,70,19712,1,61680,61680,0,16624,64,256,70,19968,78,0,0,
20161123T055805.774957,85,0,504,63736,63488,64,63488,4194560,18006,0,505,16382457,0,16633,64,256,70,22272,1,64250,64250,0,16634,64,0,64,1,
20160817T031437.274957,255,65280,64,65280,16385,0,18013,1,0,0,65,65,256,70,24064,1,257,257,0,16641,65,256,70,24320,95,0,0,
20161123T082309.782769,102,0,265,2313,2304,65,2304,4260096,18023,0,266,657930,0,16650,65,256,70,26624,1,2827,2827,0,16651,65,0,65,1,
20160817T031511.274957,16,4096,65,4096,16641,0,18030,1,1118481,4352,65,1114177,256,70,28416,1,4626,4626,0,16658,65,256,70,28672,112,0,0,
20161123T104813.782769,119,0,282,6682,6656,65,6656,4260096,18040,0,283,1776411,0,16667,65,256,70,30976,1,7196,7196,0,16668,65,0,65,1,
20160817T031545.274957,33,8448,65,8448,16641,0,18047,1,2236962,8704,65,2228289,256,70,32768,1,8995,8995,0,16675,65,0,70,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,18049,0,292,2368548,0,16676,65,256,70,33280,1,9509,9509,0,16677,65,0,65,1,
20160817T031603.274957,42,10752,65,10752,16641,0,18056,1,2829099,11008,65,2818113,256,70,35072,1,11308,11308,0,16684,65,256,70,35328,138,0,0,
20161123T143005.782769,145,0,308,13364,13312,65,13312,4260096,18066,0,309,3487029,0,16693,65,256,70,37632,1,13878,13878,0,16694,65,0,65,1,
20160817T031637.274957,59,15104,65,15104,16641,0,18073,1,3947580,15360,65,3932225,256,70,39424,1,15677,15677,0,16701,65,256,70,39680,155,0,0,
20161123T165509.782769,162,0,325,17733,17664,65,17664,4260096,18083,0,326,4605510,0,16710,65,256,70,41984,1,18247,18247,0,16711,65,0,65,1,
20160817T031711.274957,76,19456,65,19456,16641,0,18090,1,5066061,19712,65,5046337,256,70,43776,1,20046,20046,0,16718,65,256,70,44032,172,0,0,
20161123T192013.782769,179,0,342,22102,22016,65,22016,4260096,18100,0,343,5723991,0,16727,65,256,70,46336,1,22616,22616,0,16728,65,0,65,1,
20160817T031745.274957,93,23808,65,23808,16641,0,18107,1,6184542,24064,65,6160449,256,70,48128,1,24415,24415,0,16735,65,256,70,48384,189,0,0,
20161123T214517.782769,196,0,359,26471,26368,65,26368,4260096,18117,0,360,6842472,0,16744,65,256,70,50688,1,26985,26985,0,16745,65,0,65,1,
20160817T031819.274957,110,28160,65,28160,16641,0,18124,1,7303023,28416,65,7274561,256,70,52480,1,28784,28784,0,16752,65,256,70,52736,206,0,0,
20161124T001021.782769,213,0,376,30840,30720,65,30720,4260096,18134,0,377,7960953,0,16761,65,256,70,55040,1,31354,31354,0,16762,65,0,65,1,
20160817T031853.274957,127,32512,65,32512,16641,0,18141,1,8421504,32768,65,8388673,256,70,56832,1,33153,33153,0,16769,65,256,70,57088,223,0,0,
20161124T023525.782769,230,0,393,35209,35072,65,35072,4260096,18151,0,394,9079434,0,16778,65,256,70,59392,1,35723,35723,0,16779,65,0,65,1,
20160817T031927.274957,144,36864,65,36864,16641,0,18158,1,9539985,37120,65,9502785,256,70,61184,1,37522,37522,0,16786,65,256,70,61440,240,0,0,
20161124T050029.782769,247,0,410,39578,39424,65,39424,4260096,18168,0,411,10197915,0,16795,65,256,70,63744,1,40092,40092,0,16796,65,0,65,1,
20160817T032001.274957,161,41216,65,41216,16641,0,18175,1,10658466,41472,65,10616897,256,71,0,1,41891,41891,0,16803,65,0,71,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,18177,0,420,10790052,0,16804,65,256,71,512,1,42405,42405,0,16805,65,0,65,1,
20160817T032019.274957,170,43520,65,43520,16641,0,18184,1,11250603,43776,65,11206721,256,71,2304,1,44204,44204,0,16812,65,256,71,2560,10,0,0,
