08/30/2016 02:05:39 PM n_total 10 n_fib 10, n_fob 0, n_fsc 0
08/30/2016 02:42:14 PM n_total 38025 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:15 PM n_total 38153 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:16 PM n_total 38281 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:17 PM n_total 38409 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:18 PM n_total 38537 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:19 PM n_total 38665 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:20 PM n_total 38793 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:21 PM n_total 38921 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:22 PM n_total 39049 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:23 PM n_total 39177 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:24 PM n_total 39305 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:25 PM n_total 39433 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:26 PM n_total 39561 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:27 PM n_total 39689 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:28 PM n_total 39817 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:29 PM n_total 39945 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:30 PM n_total 40073 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:31 PM n_total 40201 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:32 PM n_total 40329 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:33 PM n_total 40457 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:34 PM n_total 40585 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:35 PM n_total 40713 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:36 PM n_total 40841 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:37 PM n_total 40969 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:38 PM n_total 41097 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:39 PM n_total 41225 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:40 PM n_total 41353 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:41 PM n_total 41481 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:42 PM n_total 41609 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:43 PM n_total 41737 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:44 PM n_total 41865 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:45 PM n_total 41993 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:46 PM n_total 42121 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:47 PM n_total 42249 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:48 PM n_total 42377 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:49 PM n_total 42505 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:50 PM n_total 42633 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:51 PM n_total 42761 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:52 PM n_total 42889 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:53 PM n_total 43017 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:54 PM n_total 43145 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:55 PM n_total 43273 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:56 PM n_total 43401 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:57 PM n_total 43529 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:58 PM n_total 43657 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:59 PM n_total 43785 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:00 PM n_total 43913 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:01 PM n_total 44041 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:02 PM n_total 44169 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:03 PM n_total 44297 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:04 PM n_total 44425 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:05 PM n_total 44553 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:06 PM n_total 44681 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:07 PM n_total 44809 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:08 PM n_total 44937 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:09 PM n_total 45065 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:10 PM n_total 45193 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:11 PM n_total 45321 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:12 PM n_total 45449 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:13 PM n_total 45577 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:14 PM n_total 45705 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:15 PM n_total 45833 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:16 PM n_total 45961 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:17 PM n_total 46089 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:18 PM n_total 46217 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:19 PM n_total 46345 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:20 PM n_total 46473 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:21 PM n_total 46601 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:22 PM n_total 46729 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:43:23 PM n_total 46882 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:43:24 PM n_total 47214 n_fib 166, n_fob 166, n_fsc 0
08/30/2016 02:43:26 PM n_total 47610 n_fib 198, n_fob 198, n_fsc 0
08/30/2016 02:43:29 PM n_total 47650 n_fib 20, n_fob 20, n_fsc 0
08/30/2016 02:43:29 PM n_total 47786 n_fib 68, n_fob 68, n_fsc 0
08/30/2016 02:43:30 PM n_total 48120 n_fib 167, n_fob 167, n_fsc 0
08/30/2016 02:43:32 PM n_total 48682 n_fib 187, n_fob 187, n_fsc 188
08/30/2016 02:43:36 PM n_total 49036 n_fib 177, n_fob 177, n_fsc 0
08/30/2016 02:43:38 PM n_total 49518 n_fib 241, n_fob 241, n_fsc 0
08/30/2016 02:43:42 PM n_total 49772 n_fib 127, n_fob 127, n_fsc 0
08/30/2016 02:43:43 PM n_total 49948 n_fib 88, n_fob 88, n_fsc 0
08/30/2016 02:43:45 PM n_total 50418 n_fib 235, n_fob 235, n_fsc 0
08/30/2016 02:43:48 PM n_total 50746 n_fib 109, n_fob 109, n_fsc 110
08/30/2016 02:43:50 PM n_total 51042 n_fib 148, n_fob 148, n_fsc 0
08/30/2016 02:43:52 PM n_total 51336 n_fib 147, n_fob 147, n_fsc 0
08/30/2016 02:43:54 PM n_total 51624 n_fib 144, n_fob 144, n_fsc 0
08/30/2016 02:43:56 PM n_total 51920 n_fib 148, n_fob 148, n_fsc 0
08/30/2016 02:43:58 PM n_total 52190 n_fib 135, n_fob 135, n_fsc 0
08/30/2016 02:43:59 PM n_total 52386 n_fib 98, n_fob 98, n_fsc 0
08/30/2016 02:44:01 PM n_total 52426 n_fib 20, n_fob 20, n_fsc 0
08/30/2016 02:44:01 PM n_total 52562 n_fib 68, n_fob 68, n_fsc 0
08/30/2016 02:44:02 PM n_total 52920 n_fib 179, n_fob 179, n_fsc 0
08/30/2016 02:44:04 PM n_total 53584 n_fib 221, n_fob 221, n_fsc 222
08/30/2016 02:44:09 PM n_total 53682 n_fib 49, n_fob 49, n_fsc 0
08/30/2016 02:44:10 PM n_total 53960 n_fib 139, n_fob 139, n_fsc 0
08/30/2016 02:44:12 PM n_total 54202 n_fib 121, n_fob 121, n_fsc 0
08/30/2016 02:44:13 PM n_total 54344 n_fib 71, n_fob 71, n_fsc 0
08/30/2016 02:44:14 PM n_total 54694 n_fib 175, n_fob 175, n_fsc 0
08/30/2016 02:44:16 PM n_total 55164 n_fib 235, n_fob 235, n_fsc 0
08/30/2016 02:44:20 PM n_total 55410 n_fib 123, n_fob 123, n_fsc 0
08/30/2016 02:44:21 PM n_total 55540 n_fib 65, n_fob 65, n_fsc 0
08/30/2016 02:44:22 PM n_total 55906 n_fib 183, n_fob 183, n_fsc 0
08/30/2016 02:44:25 PM n_total 56398 n_fib 246, n_fob 246, n_fsc 0
08/30/2016 02:44:28 PM n_total 56399 n_fib 1, n_fob 0, n_fsc 0
08/30/2016 02:44:28 PM n_total 56707 n_fib 154, n_fob 154, n_fsc 0
08/30/2016 02:44:30 PM n_total 56835 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:31 PM n_total 56963 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:32 PM n_total 57091 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:33 PM n_total 57219 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:34 PM n_total 57347 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:35 PM n_total 57475 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:36 PM n_total 57603 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:37 PM n_total 57731 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:38 PM n_total 57859 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:39 PM n_total 57987 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:40 PM n_total 58115 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:41 PM n_total 58243 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:42 PM n_total 58371 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:43 PM n_total 58499 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:44 PM n_total 58627 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:45 PM n_total 58755 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:46 PM n_total 58883 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:47 PM n_total 59011 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:48 PM n_total 59139 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:49 PM n_total 59267 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:50 PM n_total 59395 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:51 PM n_total 59523 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:52 PM n_total 59651 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:53 PM n_total 59779 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:54 PM n_total 59907 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:55 PM n_total 60035 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:56 PM n_total 60163 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:57 PM n_total 60291 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:58 PM n_total 60419 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:44:59 PM n_total 60547 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:00 PM n_total 60675 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:01 PM n_total 60803 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:02 PM n_total 60931 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:03 PM n_total 61059 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:04 PM n_total 61187 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:05 PM n_total 61315 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:06 PM n_total 61443 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:07 PM n_total 61571 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:08 PM n_total 61699 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:09 PM n_total 61827 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:10 PM n_total 61955 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:11 PM n_total 62083 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:12 PM n_total 62211 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:13 PM n_total 62339 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:14 PM n_total 62467 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:15 PM n_total 62595 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:16 PM n_total 62723 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:17 PM n_total 62851 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:18 PM n_total 62979 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:19 PM n_total 63107 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:20 PM n_total 63388 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:45:22 PM n_total 63516 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:23 PM n_total 63644 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:24 PM n_total 63772 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:25 PM n_total 63900 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:26 PM n_total 64028 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:27 PM n_total 64156 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:28 PM n_total 64284 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:29 PM n_total 64412 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:30 PM n_total 64540 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:31 PM n_total 64668 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:32 PM n_total 64796 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:33 PM n_total 64924 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:34 PM n_total 65052 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:45:35 PM n_total 65205 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:45:36 PM n_total 65537 n_fib 166, n_fob 166, n_fsc 0
08/30/2016 02:45:38 PM n_total 65933 n_fib 198, n_fob 198, n_fsc 0
08/30/2016 02:45:41 PM n_total 65973 n_fib 20, n_fob 20, n_fsc 0
08/30/2016 02:45:41 PM n_total 66109 n_fib 68, n_fob 68, n_fsc 0
08/30/2016 02:45:42 PM n_total 66443 n_fib 167, n_fob 167, n_fsc 0
08/30/2016 02:45:44 PM n_total 67005 n_fib 187, n_fob 187, n_fsc 188
08/30/2016 02:45:48 PM n_total 67355 n_fib 175, n_fob 175, n_fsc 0
08/30/2016 02:45:50 PM n_total 67777 n_fib 211, n_fob 211, n_fsc 0
08/30/2016 02:45:53 PM n_total 67861 n_fib 42, n_fob 42, n_fsc 0
08/30/2016 02:45:54 PM n_total 68125 n_fib 132, n_fob 132, n_fsc 0
08/30/2016 02:45:55 PM n_total 68279 n_fib 77, n_fob 77, n_fsc 0
08/30/2016 02:45:56 PM n_total 68737 n_fib 229, n_fob 229, n_fsc 0
08/30/2016 02:45:59 PM n_total 68923 n_fib 93, n_fob 93, n_fsc 0
08/30/2016 02:46:01 PM n_total 69421 n_fib 249, n_fob 249, n_fsc 0
08/30/2016 02:46:04 PM n_total 69775 n_fib 177, n_fob 177, n_fsc 0
08/30/2016 02:46:06 PM n_total 70207 n_fib 216, n_fob 216, n_fsc 0
08/30/2016 02:46:09 PM n_total 70369 n_fib 81, n_fob 81, n_fsc 0
08/30/2016 02:46:10 PM n_total 70801 n_fib 216, n_fob 216, n_fsc 0
08/30/2016 02:46:13 PM n_total 70963 n_fib 81, n_fob 81, n_fsc 0
08/30/2016 02:46:14 PM n_total 71419 n_fib 228, n_fob 228, n_fsc 0
08/30/2016 02:46:17 PM n_total 71575 n_fib 78, n_fob 78, n_fsc 0
08/30/2016 02:46:18 PM n_total 72013 n_fib 219, n_fob 219, n_fsc 0
08/30/2016 02:46:21 PM n_total 72143 n_fib 65, n_fob 65, n_fsc 0
08/30/2016 02:46:22 PM n_total 72509 n_fib 183, n_fob 183, n_fsc 0
08/30/2016 02:46:25 PM n_total 72515 n_fib 2, n_fob 2, n_fsc 2
08/30/2016 02:46:25 PM n_total 72557 n_fib 21, n_fob 21, n_fsc 0
08/30/2016 02:46:25 PM n_total 72651 n_fib 47, n_fob 47, n_fsc 0
08/30/2016 02:46:26 PM n_total 72943 n_fib 146, n_fob 146, n_fsc 0
08/30/2016 02:46:28 PM n_total 73201 n_fib 129, n_fob 129, n_fsc 0
08/30/2016 02:46:29 PM n_total 73387 n_fib 93, n_fob 93, n_fsc 0
08/30/2016 02:46:31 PM n_total 73885 n_fib 249, n_fob 249, n_fsc 0
08/30/2016 02:46:34 PM n_total 74159 n_fib 137, n_fob 137, n_fsc 0
08/30/2016 02:46:36 PM n_total 74415 n_fib 128, n_fob 128, n_fsc 0
08/30/2016 02:46:37 PM n_total 74597 n_fib 91, n_fob 91, n_fsc 0
08/30/2016 02:46:39 PM n_total 74597 n_fib 0, n_fob 0, n_fsc 0
08/30/2016 02:46:39 PM n_total 74598 n_fib 0, n_fob 0, n_fsc 1
08/30/2016 02:46:39 PM n_total 74628 n_fib 15, n_fob 15, n_fsc 0
08/30/2016 02:46:39 PM n_total 74712 n_fib 42, n_fob 42, n_fsc 0
08/30/2016 02:46:40 PM n_total 74976 n_fib 132, n_fob 132, n_fsc 0
08/30/2016 02:46:41 PM n_total 75180 n_fib 102, n_fob 102, n_fsc 0
08/30/2016 02:46:43 PM n_total 75218 n_fib 19, n_fob 19, n_fsc 0
08/30/2016 02:46:43 PM n_total 75324 n_fib 53, n_fob 53, n_fsc 0
08/30/2016 02:46:44 PM n_total 75452 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:45 PM n_total 75580 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:46 PM n_total 75708 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:47 PM n_total 75836 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:48 PM n_total 75964 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:49 PM n_total 76092 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:50 PM n_total 76220 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:51 PM n_total 76348 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:52 PM n_total 76476 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:53 PM n_total 76604 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:54 PM n_total 76732 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:55 PM n_total 76860 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:56 PM n_total 76988 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:57 PM n_total 77116 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:58 PM n_total 77244 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:46:59 PM n_total 77397 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:47:01 PM n_total 77525 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:02 PM n_total 77653 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:03 PM n_total 77781 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:04 PM n_total 77909 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:05 PM n_total 78037 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:06 PM n_total 78165 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:07 PM n_total 78293 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:08 PM n_total 78421 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:09 PM n_total 78549 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:10 PM n_total 78677 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:11 PM n_total 78805 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:12 PM n_total 78933 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:13 PM n_total 79061 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:14 PM n_total 79189 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:15 PM n_total 79317 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:16 PM n_total 79445 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:17 PM n_total 79573 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:18 PM n_total 79701 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:19 PM n_total 79829 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:20 PM n_total 80110 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:47:22 PM n_total 80238 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:23 PM n_total 80366 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:24 PM n_total 80494 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:25 PM n_total 80622 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:26 PM n_total 80750 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:27 PM n_total 80878 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:28 PM n_total 81006 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:29 PM n_total 81134 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:30 PM n_total 81262 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:31 PM n_total 81390 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:32 PM n_total 81518 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:33 PM n_total 81646 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:34 PM n_total 81774 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:35 PM n_total 81902 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:36 PM n_total 82030 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:37 PM n_total 82158 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:38 PM n_total 82286 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:39 PM n_total 82414 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:40 PM n_total 82542 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:41 PM n_total 82670 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:42 PM n_total 82798 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:43 PM n_total 82926 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:44 PM n_total 83054 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:45 PM n_total 83182 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:46 PM n_total 83310 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:47 PM n_total 83438 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:48 PM n_total 83566 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:49 PM n_total 83694 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:50 PM n_total 83822 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:51 PM n_total 83950 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:52 PM n_total 84078 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:53 PM n_total 84206 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:54 PM n_total 84334 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:55 PM n_total 84462 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:56 PM n_total 84743 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:47:58 PM n_total 84871 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:47:59 PM n_total 84999 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:00 PM n_total 85127 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:01 PM n_total 85255 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:02 PM n_total 85383 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:03 PM n_total 85511 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:04 PM n_total 85639 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:05 PM n_total 85767 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:06 PM n_total 85895 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:07 PM n_total 86023 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:08 PM n_total 86151 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:09 PM n_total 86279 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:10 PM n_total 86407 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:11 PM n_total 86535 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:12 PM n_total 86663 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:13 PM n_total 86791 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:14 PM n_total 86919 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:15 PM n_total 87047 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:16 PM n_total 87175 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:17 PM n_total 87303 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:18 PM n_total 87431 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:19 PM n_total 87559 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:20 PM n_total 87687 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:21 PM n_total 87815 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:22 PM n_total 87943 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:23 PM n_total 88071 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:24 PM n_total 88199 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:25 PM n_total 88327 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:26 PM n_total 88455 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:27 PM n_total 88583 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:28 PM n_total 88711 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:29 PM n_total 88839 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:30 PM n_total 88967 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:31 PM n_total 89095 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:48:32 PM n_total 89376 n_fib 0, n_fob 128, n_fsc 153
